Hero,Appeared With
DR. SPECTRUM/JOSEPH ,"QUICKSILVER/PIETRO M, ARCANNA/ARCANNA JONE, MAELSTROM/MALCOLM ST, TEN FOR, RUNNER, EON, BLACK RACER/, WHIZZER III/JAMES SA, DR. STRANGE/STEPHEN , DIAMONDHEAD/DYKER, SHANGA, OVERMIND/GROM, KRONOS, GARFIELD, MURRAY, MOONDRAGON/HEATHER D, LORD CHAOS, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, FLASH/BARRY ALLEN/BU, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, GARGOYLE II/ISAAC CH, 4-D MAN/MERCURIO, JACK OF HEARTS/JACK , BI-BEAST II, SHAPE, DRAGONFLY/VERONICA D, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, BEAUTY, TRUTH, ROCKET RACCOON, STARDUST/T'URIN G'AR, KRAKOA, STRANGER, SUPER SABRE/MARTIN F, CAPTAIN MARVEL II/MO"
"TANAKA, KENJIRO","QUICKSILVER/PIETRO M, ARCANNA/ARCANNA JONE, REJECT/RAN-SAK [DEVI, MAELSTROM/MALCOLM ST, MINERVA [KREE], PHOENIX III/RACHEL S, RUNNER, WIDGET, EON, BLACK RACER/, WHIZZER III/JAMES SA, HALFLIFE, USAGENT/CAPTAIN JOHN, DR. STRANGE/STEPHEN , SHANGA, OVERMIND/GROM, KRONOS, GARFIELD, MURRAY, MOONDRAGON/HEATHER D, LORD CHAOS, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, FLASH/BARRY ALLEN/BU, TUTINAX, SERGEI, WONDER MAN/SIMON WIL, CHARM, CAPTAIN BRITAIN/BRIA, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, ATLAS, KRO [DEVIANT], GARGOYLE II/ISAAC CH, MEGGAN, 4-D MAN/MERCURIO, JACK OF HEARTS/JACK , BI-BEAST II, SHAPE, DRAGONFLY/VERONICA D, BLOOD BROTHERS, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, BEAUTY, TRUTH, ROCKET RACCOON, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, KRAKOA, STRANGER, ELO, SUPER SABRE/MARTIN F, CAPTAIN MARVEL II/MO, MASTER ELO, MODRED THE MYSTIC, NIGHTCRAWLER/KURT WA"
LADY LARK/LINDA LEWI,"QUICKSILVER/PIETRO M, ARCANNA/ARCANNA JONE, MAELSTROM/MALCOLM ST, TEN FOR, RUNNER, EON, BLACK RACER/, WHIZZER III/JAMES SA, DR. STRANGE/STEPHEN , DIAMONDHEAD/DYKER, OVERMIND/GROM, SHANGA, KRONOS, GARFIELD, MURRAY, MOONDRAGON/HEATHER D, LORD CHAOS, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, FLASH/BARRY ALLEN/BU, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, GARGOYLE II/ISAAC CH, 4-D MAN/MERCURIO, JACK OF HEARTS/JACK , BI-BEAST II, SHAPE, DRAGONFLY/VERONICA D, TANAKA, KENJIRO, MAKKARI/MIKE KHARY/I, TRUTH, BEAUTY, ROCKET RACCOON, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, KRAKOA, STRANGER, SUPER SABRE/MARTIN F, CAPTAIN MARVEL II/MO"
"GARFIELD, MURRAY","ARCANNA/ARCANNA JONE, MAELSTROM/MALCOLM ST, EON, DR. STRANGE/STEPHEN , KRONOS, MOONDRAGON/HEATHER D, LORD CHAOS, RED GUARDIAN III/DR., WHIZZER II/STANLEY S, SERGEI, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, BALLANTINE, KAYLA, GARGOYLE II/ISAAC CH, JACK OF HEARTS/JACK , SHAPE, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, DR. SPECTRUM/JOSEPH "
SHAPE,"QUICKSILVER/PIETRO M, ARCANNA/ARCANNA JONE, MAELSTROM/MALCOLM ST, RUNNER, EON, BLACK RACER/, WHIZZER III/JAMES SA, DR. STRANGE/STEPHEN , OVERMIND/GROM, SHANGA, KRONOS, GARFIELD, MURRAY, MOONDRAGON/HEATHER D, LORD CHAOS, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, FLASH/BARRY ALLEN/BU, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, GARGOYLE II/ISAAC CH, 4-D MAN/MERCURIO, JACK OF HEARTS/JACK , BI-BEAST II, DRAGONFLY/VERONICA D, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, TRUTH, BEAUTY, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, STRANGER, SUPER SABRE/MARTIN F, CAPTAIN MARVEL II/MO"
HYPERION,"QUICKSILVER/PIETRO M, ARCANNA/ARCANNA JONE, MAELSTROM/MALCOLM ST, TEN FOR, RUNNER, EON, BLACK RACER/, WHIZZER III/JAMES SA, DR. STRANGE/STEPHEN , DIAMONDHEAD/DYKER, OVERMIND/GROM, SHANGA, KRONOS, GARFIELD, MURRAY, MOONDRAGON/HEATHER D, LORD CHAOS, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, FLASH/BARRY ALLEN/BU, SERGEI, CHARM, QUASAR III/WENDELL V, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, GARGOYLE II/ISAAC CH, 4-D MAN/MERCURIO, JACK OF HEARTS/JACK , BI-BEAST II, SHAPE, DRAGONFLY/VERONICA D, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, TRUTH, BEAUTY, ROCKET RACCOON, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, KRAKOA, STRANGER, SUPER SABRE/MARTIN F, CAPTAIN MARVEL II/MO"
SERGEI,"ARCANNA/ARCANNA JONE, MAELSTROM/MALCOLM ST, EON, DR. STRANGE/STEPHEN , OVERMIND/GROM, SHANGA, KRONOS, GARFIELD, MURRAY, MOONDRAGON/HEATHER D, LORD CHAOS, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, GARGOYLE II/ISAAC CH, 4-D MAN/MERCURIO, JACK OF HEARTS/JACK , BI-BEAST II, SHAPE, DRAGONFLY/VERONICA D, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, TRUTH, BEAUTY, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, STRANGER"
MAELSTROM/MALCOLM ST,"ARCANNA/ARCANNA JONE, EON, DR. STRANGE/STEPHEN , KRONOS, GARFIELD, MURRAY, MOONDRAGON/HEATHER D, LORD CHAOS, RED GUARDIAN III/DR., WHIZZER II/STANLEY S, SERGEI, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, BALLANTINE, KAYLA, GARGOYLE II/ISAAC CH, JACK OF HEARTS/JACK , SHAPE, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, DR. SPECTRUM/JOSEPH "
JACK OF HEARTS/JACK ,"ARCANNA/ARCANNA JONE, MAELSTROM/MALCOLM ST, EON, DR. STRANGE/STEPHEN , OVERMIND/GROM, KRONOS, GARFIELD, MURRAY, MOONDRAGON/HEATHER D, LORD CHAOS, RED GUARDIAN III/DR., WHIZZER II/STANLEY S, SERGEI, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, GARGOYLE II/ISAAC CH, SHAPE, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, ROCKET RACCOON, DR. SPECTRUM/JOSEPH , KRAKOA, STRANGER"
POWER PRINCESS/ZARDA,"QUICKSILVER/PIETRO M, ARCANNA/ARCANNA JONE, MAELSTROM/MALCOLM ST, TEN FOR, RUNNER, EON, WHIZZER III/JAMES SA, BLACK RACER/, DR. STRANGE/STEPHEN , DIAMONDHEAD/DYKER, SHANGA, OVERMIND/GROM, KRONOS, GARFIELD, MURRAY, MOONDRAGON/HEATHER D, LORD CHAOS, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, FLASH/BARRY ALLEN/BU, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, EGO-PRIME, BALLANTINE, KAYLA, GARGOYLE II/ISAAC CH, 4-D MAN/MERCURIO, JACK OF HEARTS/JACK , BI-BEAST II, SHAPE, DRAGONFLY/VERONICA D, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, BEAUTY, TRUTH, ROCKET RACCOON, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, KRAKOA, STRANGER, SUPER SABRE/MARTIN F, CAPTAIN MARVEL II/MO"
"LACOSTE, RAE","SANCTION/AARON, JOSEPH, SHEVA, RHODES, MR., SEGAR, OWEN, GUNSHIP/CARY ROUNTRE, LOCOMOTIVE BREATH/LA, IRON MAN IV/JAMES R., MANTONE, JORGE"
"RHODES, MR.","SANCTION/AARON, JOSEPH, SHEVA, LACOSTE, RAE, SEGAR, OWEN, GUNSHIP/CARY ROUNTRE, LOCOMOTIVE BREATH/LA, IRON MAN IV/JAMES R., MANTONE, JORGE"
LOCOMOTIVE BREATH/LA,"SANCTION/AARON, JOSEPH, SHEVA, RHODES, MR., LACOSTE, RAE, SEGAR, OWEN, GUNSHIP/CARY ROUNTRE, IRON MAN IV/JAMES R., MANTONE, JORGE"
GUNSHIP/CARY ROUNTRE,"SANCTION/AARON, JOSEPH, SHEVA, RHODES, MR., LACOSTE, RAE, SEGAR, OWEN, LOCOMOTIVE BREATH/LA, IRON MAN IV/JAMES R., MANTONE, JORGE"
"JOSEPH, SHEVA","SANCTION/AARON, RHODES, MR., LACOSTE, RAE, SEGAR, OWEN, GUNSHIP/CARY ROUNTRE, LOCOMOTIVE BREATH/LA, IRON MAN IV/JAMES R., MANTONE, JORGE"
"MANTONE, JORGE","SANCTION/AARON, JOSEPH, SHEVA, RHODES, MR., LACOSTE, RAE, SEGAR, OWEN, GUNSHIP/CARY ROUNTRE, LOCOMOTIVE BREATH/LA, IRON MAN IV/JAMES R."
SANCTION/AARON,"JOSEPH, SHEVA, RHODES, MR., LACOSTE, RAE, SEGAR, OWEN, GUNSHIP/CARY ROUNTRE, LOCOMOTIVE BREATH/LA, IRON MAN IV/JAMES R., MANTONE, JORGE"
"SEGAR, OWEN","SANCTION/AARON, JOSEPH, SHEVA, RHODES, MR., LACOSTE, RAE, GUNSHIP/CARY ROUNTRE, LOCOMOTIVE BREATH/LA, IRON MAN IV/JAMES R., MANTONE, JORGE"
DRAGONFLY/VERONICA D,"ARCANNA/ARCANNA JONE, TEN FOR, EON, DIAMONDHEAD/DYKER, SHANGA, OVERMIND/GROM, MOONDRAGON/HEATHER D, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, 4-D MAN/MERCURIO, BI-BEAST II, SHAPE, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, BEAUTY, TRUTH, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, STRANGER"
OVERMIND/GROM,"ARCANNA/ARCANNA JONE, TEN FOR, EON, DIAMONDHEAD/DYKER, SHANGA, MOONDRAGON/HEATHER D, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, 4-D MAN/MERCURIO, JACK OF HEARTS/JACK , BI-BEAST II, SHAPE, DRAGONFLY/VERONICA D, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, BEAUTY, TRUTH, ROCKET RACCOON, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, KRAKOA, STRANGER"
4-D MAN/MERCURIO,"ARCANNA/ARCANNA JONE, TEN FOR, EON, DIAMONDHEAD/DYKER, SHANGA, OVERMIND/GROM, MOONDRAGON/HEATHER D, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, BI-BEAST II, SHAPE, DRAGONFLY/VERONICA D, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, BEAUTY, TRUTH, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, STRANGER"
BI-BEAST II,"ARCANNA/ARCANNA JONE, TEN FOR, EON, DIAMONDHEAD/DYKER, SHANGA, OVERMIND/GROM, MOONDRAGON/HEATHER D, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, 4-D MAN/MERCURIO, SHAPE, DRAGONFLY/VERONICA D, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, BEAUTY, TRUTH, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, STRANGER"
EGO-PRIME,"ARCANNA/ARCANNA JONE, SHANGA, OVERMIND/GROM, MOONDRAGON/HEATHER D, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, BALLANTINE, KAYLA, 4-D MAN/MERCURIO, JACK OF HEARTS/JACK , BI-BEAST II, SHAPE, DRAGONFLY/VERONICA D, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, BEAUTY, TRUTH, ROCKET RACCOON, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, KRAKOA, STRANGER"
STRANGER,"ARCANNA/ARCANNA JONE, TEN FOR, EMPRESS S'BYLL [SKRU, EON, DIAMONDHEAD/DYKER, SHANGA, OVERMIND/GROM, SUPREME INTELLIGENCE, MOONDRAGON/HEATHER D, SUPER SKRULL/KL'RT, RED GUARDIAN III/DR., SILVER SURFER/NORRIN, MIDNIGHT/M'NAI, JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, 4-D MAN/MERCURIO, JACK OF HEARTS/JACK , BI-BEAST II, DRAGONFLY/VERONICA D, SHAPE, CONTEMPLATOR/TATH KI, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, BEAUTY, TRUTH, ROCKET RACCOON, SHALLA BAL II, DR. SPECTRUM/JOSEPH , REPTYL, STARDUST/T'URIN G'AR, KRAKOA"
JAKAR,"ARCANNA/ARCANNA JONE, SHANGA, OVERMIND/GROM, MOONDRAGON/HEATHER D, RED GUARDIAN III/DR., WHIZZER II/STANLEY S, HAYWIRE/, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, 4-D MAN/MERCURIO, BI-BEAST II, DRAGONFLY/VERONICA D, SHAPE, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, BEAUTY, TRUTH, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, STRANGER"
SHANGA,"ARCANNA/ARCANNA JONE, OVERMIND/GROM, MOONDRAGON/HEATHER D, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, 4-D MAN/MERCURIO, BI-BEAST II, DRAGONFLY/VERONICA D, SHAPE, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, BEAUTY, TRUTH, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, STRANGER"
CHARM,"ARCANNA/ARCANNA JONE, OVERMIND/GROM, SHANGA, MOONDRAGON/HEATHER D, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, SERGEI, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, 4-D MAN/MERCURIO, BI-BEAST II, DRAGONFLY/VERONICA D, SHAPE, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, BEAUTY, TRUTH, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, STRANGER"
TRUTH,"ARCANNA/ARCANNA JONE, OVERMIND/GROM, SHANGA, MOONDRAGON/HEATHER D, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, 4-D MAN/MERCURIO, BI-BEAST II, DRAGONFLY/VERONICA D, SHAPE, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, BEAUTY, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, STRANGER"
BEAUTY,"ARCANNA/ARCANNA JONE, OVERMIND/GROM, SHANGA, MOONDRAGON/HEATHER D, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, 4-D MAN/MERCURIO, BI-BEAST II, DRAGONFLY/VERONICA D, SHAPE, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, TRUTH, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, STRANGER"
HAYWIRE/,"ARCANNA/ARCANNA JONE, EON, OVERMIND/GROM, SHANGA, MOONDRAGON/HEATHER D, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, 4-D MAN/MERCURIO, BI-BEAST II, DRAGONFLY/VERONICA D, SHAPE, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, TRUTH, BEAUTY, DR. SPECTRUM/JOSEPH , STARDUST/T'URIN G'AR, STRANGER"
STARDUST/T'URIN G'AR,"ARCANNA/ARCANNA JONE, TEN FOR, EON, DIAMONDHEAD/DYKER, OVERMIND/GROM, SHANGA, MOONDRAGON/HEATHER D, RED GUARDIAN III/DR., JAKAR, WHIZZER II/STANLEY S, HAYWIRE/, SERGEI, CHARM, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, EGO-PRIME, BALLANTINE, KAYLA, 4-D MAN/MERCURIO, BI-BEAST II, DRAGONFLY/VERONICA D, SHAPE, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, MAKKARI/MIKE KHARY/I, TRUTH, BEAUTY, DR. SPECTRUM/JOSEPH , STRANGER"
ROCKET RACCOON,"TANAKA, KENJIRO, OVERMIND/GROM, LADY LARK/LINDA LEWI, QUASAR III/WENDELL V, MAKKARI/MIKE KHARY/I, HYPERION, MOONDRAGON/HEATHER D, POWER PRINCESS/ZARDA, ARCANNA/ARCANNA JONE, EGO-PRIME, BALLANTINE, KAYLA, DR. SPECTRUM/JOSEPH , WHIZZER II/STANLEY S, KRAKOA, STRANGER, JACK OF HEARTS/JACK "
KRAKOA,"TANAKA, KENJIRO, OVERMIND/GROM, LADY LARK/LINDA LEWI, QUASAR III/WENDELL V, ARCANNA/ARCANNA JONE, HYPERION, MOONDRAGON/HEATHER D, POWER PRINCESS/ZARDA, ROCKET RACCOON, MAKKARI/MIKE KHARY/I, EGO-PRIME, BALLANTINE, KAYLA, DR. SPECTRUM/JOSEPH , WHIZZER II/STANLEY S, STRANGER, JACK OF HEARTS/JACK "
TEN FOR,"OVERMIND/GROM, LADY LARK/LINDA LEWI, QUASAR III/WENDELL V, ARCANNA/ARCANNA JONE, HYPERION, MOONDRAGON/HEATHER D, POWER PRINCESS/ZARDA, MAKKARI/MIKE KHARY/I, DR. SPECTRUM/JOSEPH , WHIZZER II/STANLEY S, STARDUST/T'URIN G'AR, EON, STRANGER, 4-D MAN/MERCURIO, BI-BEAST II, DRAGONFLY/VERONICA D, DIAMONDHEAD/DYKER"
DIAMONDHEAD/DYKER,"OVERMIND/GROM, LADY LARK/LINDA LEWI, QUASAR III/WENDELL V, MAKKARI/MIKE KHARY/I, HYPERION, MOONDRAGON/HEATHER D, ARCANNA/ARCANNA JONE, POWER PRINCESS/ZARDA, TEN FOR, DR. SPECTRUM/JOSEPH , WHIZZER II/STANLEY S, STARDUST/T'URIN G'AR, EON, STRANGER, 4-D MAN/MERCURIO, BI-BEAST II, DRAGONFLY/VERONICA D"
FLASH/BARRY ALLEN/BU,"TANAKA, KENJIRO, LADY LARK/LINDA LEWI, QUICKSILVER/PIETRO M, QUASAR III/WENDELL V, MAKKARI/MIKE KHARY/I, HYPERION, ARCANNA/ARCANNA JONE, POWER PRINCESS/ZARDA, BALLANTINE, KAYLA, RUNNER, DR. SPECTRUM/JOSEPH , WHIZZER II/STANLEY S, EON, WHIZZER III/JAMES SA, BLACK RACER/, SUPER SABRE/MARTIN F, CAPTAIN MARVEL II/MO, SHAPE"
SUPER SABRE/MARTIN F,"TANAKA, KENJIRO, LADY LARK/LINDA LEWI, QUICKSILVER/PIETRO M, QUASAR III/WENDELL V, MAKKARI/MIKE KHARY/I, HYPERION, ARCANNA/ARCANNA JONE, POWER PRINCESS/ZARDA, BALLANTINE, KAYLA, RUNNER, DR. SPECTRUM/JOSEPH , WHIZZER II/STANLEY S, FLASH/BARRY ALLEN/BU, EON, WHIZZER III/JAMES SA, BLACK RACER/, CAPTAIN MARVEL II/MO, SHAPE"
WHIZZER III/JAMES SA,"TANAKA, KENJIRO, LADY LARK/LINDA LEWI, QUICKSILVER/PIETRO M, QUASAR III/WENDELL V, MAKKARI/MIKE KHARY/I, HYPERION, ARCANNA/ARCANNA JONE, POWER PRINCESS/ZARDA, BALLANTINE, KAYLA, RUNNER, DR. SPECTRUM/JOSEPH , WHIZZER II/STANLEY S, FLASH/BARRY ALLEN/BU, EON, BLACK RACER/, SUPER SABRE/MARTIN F, CAPTAIN MARVEL II/MO, SHAPE"
RUNNER,"QUICKSILVER/PIETRO M, TANAKA, KENJIRO, LADY LARK/LINDA LEWI, QUASAR III/WENDELL V, MAKKARI/MIKE KHARY/I, HYPERION, ARCANNA/ARCANNA JONE, POWER PRINCESS/ZARDA, BALLANTINE, KAYLA, DR. SPECTRUM/JOSEPH , WHIZZER II/STANLEY S, FLASH/BARRY ALLEN/BU, EON, BLACK RACER/, SUPER SABRE/MARTIN F, WHIZZER III/JAMES SA, CAPTAIN MARVEL II/MO, SHAPE"
CAPTAIN MARVEL II/MO,"QUICKSILVER/PIETRO M, STARFOX/EROS, ARCANNA/ARCANNA JONE, MR. FANTASTIC/REED R, RUNNER, GALACTUS/GALAN, BLACK RACER/, WHIZZER III/JAMES SA, EON, MASTERS, ALICIA REIS, WASP/JANET VAN DYNE , FLASH/BARRY ALLEN/BU, WHIZZER II/STANLEY S, HUMAN TORCH/JOHNNY S, CAPTAIN AMERICA, QUASAR III/WENDELL V, HYPERION, POWER PRINCESS/ZARDA, BALLANTINE, KAYLA, NOVA II/FRANKIE RAYE, VISION , SHAPE, ANNIHILUS, SCARLET WITCH/WANDA , TANAKA, KENJIRO, LADY LARK/LINDA LEWI, INVISIBLE WOMAN/SUE , THING/BENJAMIN J. GR, MAKKARI/MIKE KHARY/I, SHE-HULK/JENNIFER WA, DR. SPECTRUM/JOSEPH , RICHARDS, FRANKLIN B, SUPER SABRE/MARTIN F, THOR/DR. DONALD BLAK"
HALFLIFE,"TANAKA, KENJIRO, QUASAR III/WENDELL V, MINERVA [KREE], BALLANTINE, KAYLA, ATLAS, EON"
ATLAS,"TANAKA, KENJIRO, QUASAR III/WENDELL V, MINERVA [KREE], BALLANTINE, KAYLA, EON, HALFLIFE"
MINERVA [KREE],"TANAKA, KENJIRO, QUASAR III/WENDELL V, BALLANTINE, KAYLA, ATLAS, EON, HALFLIFE"
CAPTAIN BRITAIN/BRIA,"KNIGHT ERRANT/MATSON, PHOENIX III/RACHEL S, HUNTER, LANCE, WIDGET, CERISE II [SHI'AR], DR. SYNNE, FURY, COL. NICHOLAS , USAGENT/CAPTAIN JOHN, BRADDOCK, JAMES JR. , FRASER, DET. KATE, MOONDRAGON/HEATHER D, WONDER MAN/SIMON WIL, CAPTAIN AMERICA, SHADOWCAT/KATHERINE , QUASAR III/WENDELL V, CALLAGHAN, JAMES, BALLANTINE, KAYLA, MEGGAN, BLACK PANTHER/T'CHAL, PSYLOCKE/ELISABETH B, ROSS, COURTNEY, TANAKA, KENJIRO, RED SKULL/JOHANN SCH, MAKKARI/MIKE KHARY/I, ICON/DR. U'MBAYA A'K, THOMAS, COMMANDER DA, IRON MAN IV/JAMES R., TANNER, JACKO, LOCKHEED, MODRED THE MYSTIC, NIGHTCRAWLER/KURT WA"
USAGENT/CAPTAIN JOHN,"TANAKA, KENJIRO, QUASAR III/WENDELL V, MAKKARI/MIKE KHARY/I, MOONDRAGON/HEATHER D, PHOENIX III/RACHEL S, CAPTAIN BRITAIN/BRIA, BALLANTINE, KAYLA, MEGGAN, WIDGET, WONDER MAN/SIMON WIL, MODRED THE MYSTIC, NIGHTCRAWLER/KURT WA"
MEGGAN,"KNIGHT ERRANT/MATSON, PHOENIX III/RACHEL S, WIDGET, CERISE II [SHI'AR], USAGENT/CAPTAIN JOHN, MODRED THE MYSTIC, MOONDRAGON/HEATHER D, WONDER MAN/SIMON WIL, CAPTAIN BRITAIN/BRIA, CAPTAIN AMERICA, SHADOWCAT/KATHERINE , QUASAR III/WENDELL V, BALLANTINE, KAYLA, TANAKA, KENJIRO, MAKKARI/MIKE KHARY/I, ICON/DR. U'MBAYA A'K, THOMAS, COMMANDER DA, IRON MAN IV/JAMES R., LOCKHEED, BLACK PANTHER/T'CHAL, NIGHTCRAWLER/KURT WA"
WIDGET,"TANAKA, KENJIRO, QUASAR III/WENDELL V, MAKKARI/MIKE KHARY/I, MOONDRAGON/HEATHER D, PHOENIX III/RACHEL S, CAPTAIN BRITAIN/BRIA, BALLANTINE, KAYLA, MEGGAN, WONDER MAN/SIMON WIL, USAGENT/CAPTAIN JOHN, MODRED THE MYSTIC, NIGHTCRAWLER/KURT WA"
